ReviewID,ProductID,CustomerID,Rating,ReviewText,ReviewDate,datasource
REV-002034,PB-00260,CB-01353,4,"Broke after two weeks, terrible quality.",2024-12-27,store-b
REV-002035,PROD-A-00065,CUST-A-00970,2,Good but shipping was too slow.,2025-07-09,store-a
REV-002036,PROD-A-00486,CUST-A-01347,3,Exceeded my expectations in every way.,2024-11-18,store-a
REV-002037,PROD-A-00487,CUST-A-00105,1,"Excellent value for money, highly recommend!",2025-11-12,store-a
REV-002038,PROD-A-00298,CUST-A-00422,3,"Would not recommend, poor build quality.",2024-04-24,store-a
REV-002039,PROD-A-00403,CUST-A-01129,5,"Average product, nothing special.",2025-10-15,store-a
REV-002040,PROD-A-00486,CUST-A-01525,2,"Excellent value for money, highly recommend!",2024-11-09,store-a
REV-002041,PB-00088,CB-01410,1,Best purchase I've made this year!,2024-12-20,store-b
REV-002042,PROD-A-00183,CUST-A-01883,1,Good but shipping was too slow.,2024-09-29,store-a
REV-002043,PROD-A-00327,CUST-A-00048,1,"Perfect gift, the recipient loved it!",2024-10-06,store-a
REV-002044,PROD-A-00119,CUST-A-01070,4,Good but shipping was too slow.,2024-07-15,store-a
REV-002045,PB-00170,CB-00704,4,"Not as described, very disappointed.",2024-10-31,store-b
REV-002046,PROD-A-00406,CUST-A-00994,2,Best purchase I've made this year!,2024-05-28,store-a
REV-002047,PB-00114,CB-00205,1,Exceeded my expectations in every way.,2024-07-05,store-b
REV-002048,PB-00055,CB-00689,2,Arrived on time and works perfectly.,2024-03-08,store-b
REV-002049,PB-00085,CB-01140,5,"Okay for the price, gets the job done.",2025-10-03,store-b
REV-002050,PB-00356,CB-00409,2,Best purchase I've made this year!,2025-03-06,store-b
REV-002051,PB-00359,CB-01406,3,"Average product, nothing special.",2025-02-23,store-b
REV-002052,PB-00293,CB-01242,5,"Average product, nothing special.",2025-04-05,store-b
REV-002053,PB-00169,CB-00466,3,"Would not recommend, poor build quality.",2025-04-14,store-b
REV-002054,PROD-A-00124,CUST-A-01318,5,Arrived on time and works perfectly.,2024-01-15,store-a
REV-002055,PROD-A-00029,CUST-A-00906,5,Decent product for everyday use.,2025-01-02,store-a
REV-002056,PB-00011,CB-01058,5,"Would not recommend, poor build quality.",2024-02-16,store-b
REV-002057,PROD-A-00433,CUST-A-00581,1,Quality could be better for the price.,2024-01-05,store-a
REV-002058,PB-00034,CB-00573,4,Arrived on time and works perfectly.,2025-12-01,store-b
REV-002059,PROD-A-00249,CUST-A-00888,2,"Would not recommend, poor build quality.",2024-02-28,store-a
REV-002060,PROD-A-00211,CUST-A-00309,4,Arrived on time and works perfectly.,2025-12-14,store-a
REV-002061,PB-00380,CB-00214,5,Good but shipping was too slow.,2024-09-04,store-b
REV-002062,PB-00241,CB-00358,4,"Excellent value for money, highly recommend!",2025-10-21,store-b
REV-002063,PROD-A-00356,CUST-A-01485,2,Decent product for everyday use.,2025-01-05,store-a
REV-002064,PROD-A-00095,CUST-A-00670,5,Best purchase I've made this year!,2024-04-14,store-a
REV-002065,PROD-A-00440,CUST-A-00763,4,Quality could be better for the price.,2024-08-18,store-a
REV-002066,PROD-A-00288,CUST-A-01998,5,Arrived on time and works perfectly.,2025-09-18,store-a
REV-002067,PROD-A-00162,CUST-A-00317,3,"Excellent value for money, highly recommend!",2024-07-03,store-a
REV-002068,PROD-A-00244,CUST-A-00202,3,"Not as described, very disappointed.",2024-01-27,store-a
REV-002069,PB-00199,CB-00673,5,"Okay for the price, gets the job done.",2024-08-24,store-b
REV-002070,PROD-A-00200,CUST-A-00612,3,Best purchase I've made this year!,2024-06-30,store-a
REV-002071,PROD-A-00163,CUST-A-01779,1,"Great product, exactly what I needed!",2025-09-25,store-a
REV-002072,PROD-A-00235,CUST-A-00443,5,"Would not recommend, poor build quality.",2024-02-27,store-a
REV-002073,PB-00264,CB-00158,5,"Excellent value for money, highly recommend!",2024-08-01,store-b
REV-002074,PB-00195,CB-01105,1,"Great product, exactly what I needed!",2024-12-09,store-b
REV-002075,PROD-A-00055,CUST-A-01576,2,"Not as described, very disappointed.",2024-07-08,store-a
REV-002076,PROD-A-00120,CUST-A-00683,1,Absolutely love it! Will buy again.,2025-10-29,store-a
REV-002077,PROD-A-00443,CUST-A-00879,2,Absolutely love it! Will buy again.,2025-06-21,store-a
REV-002078,PROD-A-00178,CUST-A-00775,4,"Okay for the price, gets the job done.",2024-07-15,store-a
REV-002079,PB-00110,CB-01156,1,Decent product for everyday use.,2024-01-24,store-b
REV-002080,PROD-A-00262,CUST-A-00815,4,"Excellent value for money, highly recommend!",2025-05-29,store-a
REV-002081,PB-00287,CB-01145,1,Good but shipping was too slow.,2024-02-04,store-b
REV-002082,PB-00345,CB-00368,5,Exceeded my expectations in every way.,2025-11-23,store-b
REV-002083,PROD-A-00001,CUST-A-01774,4,Decent product for everyday use.,2024-07-02,store-a
REV-002084,PB-00327,CB-00803,2,"Not as described, very disappointed.",2025-11-22,store-b
REV-002085,PB-00108,CB-01271,2,Arrived on time and works perfectly.,2024-02-01,store-b
REV-002086,PROD-A-00251,CUST-A-01819,4,Quality could be better for the price.,2025-10-15,store-a
REV-002087,PB-00039,CB-00059,3,"Not as described, very disappointed.",2024-07-26,store-b
REV-002088,PROD-A-00108,CUST-A-01708,3,"Perfect gift, the recipient loved it!",2024-12-04,store-a
REV-002089,PB-00388,CB-00526,2,Decent product for everyday use.,2024-10-26,store-b
REV-002090,PB-00141,CB-00367,2,"Not as described, very disappointed.",2024-05-15,store-b
REV-002091,PROD-A-00395,CUST-A-00844,2,Decent product for everyday use.,2025-11-07,store-a
REV-002092,PROD-A-00291,CUST-A-01845,3,"Excellent value for money, highly recommend!",2025-07-22,store-a
REV-002093,PROD-A-00458,CUST-A-01859,3,Absolutely love it! Will buy again.,2025-09-16,store-a
REV-002094,PROD-A-00045,CUST-A-01312,3,"Okay for the price, gets the job done.",2024-09-13,store-a
REV-002095,PROD-A-00320,CUST-A-01893,2,Best purchase I've made this year!,2025-01-31,store-a
REV-002096,PB-00080,CB-00924,3,"Perfect gift, the recipient loved it!",2025-03-15,store-b
REV-002097,PROD-A-00401,CUST-A-00807,3,Quality could be better for the price.,2024-07-04,store-a
REV-002098,PROD-A-00064,CUST-A-00983,4,Quality could be better for the price.,2024-09-23,store-a
REV-002099,PB-00270,CB-00586,5,Arrived on time and works perfectly.,2025-12-17,store-b
REV-002100,PROD-A-00474,CUST-A-01172,1,"Not as described, very disappointed.",2024-02-21,store-a
REV-002101,PROD-A-00328,CUST-A-00865,5,"Okay for the price, gets the job done.",2025-03-28,store-a
REV-002102,PROD-A-00211,CUST-A-00491,4,Arrived on time and works perfectly.,2024-10-03,store-a
REV-002103,PROD-A-00140,CUST-A-01253,3,Arrived on time and works perfectly.,2024-03-09,store-a
REV-002104,PROD-A-00113,CUST-A-01624,2,Good but shipping was too slow.,2024-02-08,store-a
REV-002105,PB-00379,CB-01460,2,Quality could be better for the price.,2025-11-29,store-b
REV-002106,PB-00034,CB-01362,1,"Perfect gift, the recipient loved it!",2024-04-02,store-b
REV-002107,PROD-A-00426,CUST-A-01392,3,"Average product, nothing special.",2025-12-17,store-a
REV-002108,PB-00233,CB-01202,1,"Okay for the price, gets the job done.",2025-06-12,store-b
REV-002109,PB-00320,CB-00213,5,Best purchase I've made this year!,2024-08-14,store-b
REV-002110,PB-00091,CB-01076,3,"Not as described, very disappointed.",2024-03-10,store-b
REV-002111,PB-00112,CB-00091,3,"Average product, nothing special.",2024-11-23,store-b
REV-002112,PROD-A-00103,CUST-A-01898,4,Quality could be better for the price.,2025-03-30,store-a
REV-002113,PROD-A-00188,CUST-A-00485,4,Best purchase I've made this year!,2025-12-05,store-a
REV-002114,PB-00319,CB-00252,3,Good but shipping was too slow.,2025-02-09,store-b
REV-002115,PROD-A-00359,CUST-A-01870,2,"Not as described, very disappointed.",2025-02-08,store-a
REV-002116,PROD-A-00238,CUST-A-00828,4,"Would not recommend, poor build quality.",2024-08-23,store-a
REV-002117,PROD-A-00103,CUST-A-01649,4,"Excellent value for money, highly recommend!",2025-06-10,store-a
REV-002118,PROD-A-00314,CUST-A-01897,2,Best purchase I've made this year!,2025-02-28,store-a
REV-002119,PROD-A-00165,CUST-A-01863,2,"Not as described, very disappointed.",2024-02-24,store-a
REV-002120,PROD-A-00348,CUST-A-00530,2,Absolutely love it! Will buy again.,2024-12-17,store-a
REV-002121,PROD-A-00456,CUST-A-00868,1,"Perfect gift, the recipient loved it!",2024-07-27,store-a
REV-002122,PROD-A-00241,CUST-A-01646,1,"Would not recommend, poor build quality.",2025-09-01,store-a
REV-002123,PROD-A-00396,CUST-A-01169,5,"Would not recommend, poor build quality.",2024-10-19,store-a
REV-002124,PROD-A-00308,CUST-A-00350,4,"Average product, nothing special.",2024-10-08,store-a
REV-002125,PROD-A-00364,CUST-A-00598,3,Quality could be better for the price.,2024-04-26,store-a
REV-002126,PROD-A-00039,CUST-A-00987,1,Arrived on time and works perfectly.,2025-04-03,store-a
REV-002127,PROD-A-00055,CUST-A-00048,3,"Would not recommend, poor build quality.",2025-07-17,store-a
REV-002128,PROD-A-00368,CUST-A-00813,2,"Broke after two weeks, terrible quality.",2024-03-14,store-a
REV-002129,PB-00017,CB-01463,5,Exceeded my expectations in every way.,2025-12-11,store-b
REV-002130,PB-00044,CB-01264,4,"Excellent value for money, highly recommend!",2025-01-28,store-b
REV-002131,PROD-A-00008,CUST-A-01588,3,"Would not recommend, poor build quality.",2024-10-31,store-a
REV-002132,PROD-A-00446,CUST-A-01252,5,"Not as described, very disappointed.",2024-08-04,store-a
REV-002133,PROD-A-00156,CUST-A-00827,2,Quality could be better for the price.,2025-10-16,store-a
REV-002134,PB-00066,CB-00092,3,"Great product, exactly what I needed!",2025-04-19,store-b
REV-002135,PB-00071,CB-00039,2,"Great product, exactly what I needed!",2025-03-06,store-b
REV-002136,PROD-A-00430,CUST-A-01314,5,"Okay for the price, gets the job done.",2025-01-19,store-a
REV-002137,PROD-A-00038,CUST-A-01068,2,Arrived on time and works perfectly.,2025-06-09,store-a
REV-002138,PROD-A-00088,CUST-A-00614,3,Best purchase I've made this year!,2025-07-19,store-a
REV-002139,PB-00102,CB-01074,4,Exceeded my expectations in every way.,2025-05-28,store-b
REV-002140,PROD-A-00209,CUST-A-00663,2,"Not as described, very disappointed.",2024-11-03,store-a
REV-002141,PROD-A-00142,CUST-A-01654,5,"Not as described, very disappointed.",2024-05-29,store-a
REV-002142,PB-00030,CB-00632,4,"Perfect gift, the recipient loved it!",2025-01-19,store-b
REV-002143,PROD-A-00123,CUST-A-01500,2,"Broke after two weeks, terrible quality.",2025-11-08,store-a
REV-002144,PROD-A-00009,CUST-A-01905,1,"Would not recommend, poor build quality.",2025-11-13,store-a
REV-002145,PROD-A-00229,CUST-A-00066,5,Best purchase I've made this year!,2024-09-30,store-a
REV-002146,PROD-A-00021,CUST-A-01034,3,Absolutely love it! Will buy again.,2024-05-28,store-a
REV-002147,PROD-A-00352,CUST-A-00802,4,"Not as described, very disappointed.",2024-09-04,store-a
REV-002148,PROD-A-00047,CUST-A-00968,2,Best purchase I've made this year!,2025-06-23,store-a
REV-002149,PROD-A-00294,CUST-A-01056,4,"Would not recommend, poor build quality.",2024-09-04,store-a
REV-002150,PB-00277,CB-00690,2,"Average product, nothing special.",2024-01-28,store-b
REV-002151,PB-00222,CB-00645,2,Good but shipping was too slow.,2025-09-08,store-b
REV-002152,PB-00358,CB-01305,4,"Excellent value for money, highly recommend!",2025-02-26,store-b
REV-002153,PROD-A-00119,CUST-A-01637,4,Good but shipping was too slow.,2024-10-17,store-a
REV-002154,PROD-A-00377,CUST-A-00275,1,"Excellent value for money, highly recommend!",2025-04-08,store-a
REV-002155,PB-00251,CB-00313,4,Decent product for everyday use.,2025-05-17,store-b
REV-002156,PROD-A-00402,CUST-A-00093,2,"Perfect gift, the recipient loved it!",2025-07-27,store-a
REV-002157,PB-00163,CB-01350,1,"Not as described, very disappointed.",2024-02-14,store-b
REV-002158,PROD-A-00280,CUST-A-00781,1,Absolutely love it! Will buy again.,2025-10-21,store-a
REV-002159,PROD-A-00119,CUST-A-00883,4,"Not as described, very disappointed.",2025-03-11,store-a
REV-002160,PROD-A-00204,CUST-A-00885,5,Arrived on time and works perfectly.,2024-09-26,store-a
REV-002161,PROD-A-00137,CUST-A-01827,3,"Okay for the price, gets the job done.",2025-11-30,store-a
REV-002162,PROD-A-00066,CUST-A-00658,3,"Perfect gift, the recipient loved it!",2024-02-28,store-a
REV-002163,PROD-A-00349,CUST-A-00473,2,"Average product, nothing special.",2025-11-08,store-a
REV-002164,PB-00098,CB-00885,5,Quality could be better for the price.,2025-05-15,store-b
REV-002165,PB-00221,CB-00341,3,Best purchase I've made this year!,2025-07-20,store-b
REV-002166,PB-00262,CB-00467,4,Arrived on time and works perfectly.,2025-10-13,store-b
REV-002167,PROD-A-00227,CUST-A-01956,3,"Would not recommend, poor build quality.",2025-02-22,store-a
REV-002168,PB-00176,CB-01444,3,"Would not recommend, poor build quality.",2024-06-19,store-b
REV-002169,PB-00208,CB-00345,2,Arrived on time and works perfectly.,2024-10-05,store-b
REV-002170,PB-00062,CB-00323,2,"Perfect gift, the recipient loved it!",2025-08-19,store-b
REV-002171,PB-00324,CB-00798,2,Decent product for everyday use.,2024-06-23,store-b
REV-002172,PROD-A-00010,CUST-A-00848,3,Decent product for everyday use.,2024-12-15,store-a
REV-002173,PB-00276,CB-00174,3,Decent product for everyday use.,2024-04-13,store-b
REV-002174,PROD-A-00238,CUST-A-01607,5,Quality could be better for the price.,2025-04-01,store-a
REV-002175,PB-00280,CB-01238,5,Decent product for everyday use.,2024-02-16,store-b
REV-002176,PROD-A-00399,CUST-A-00122,4,"Broke after two weeks, terrible quality.",2024-08-12,store-a
REV-002177,PROD-A-00239,CUST-A-01413,2,"Great product, exactly what I needed!",2025-02-22,store-a
REV-002178,PROD-A-00101,CUST-A-01395,1,Decent product for everyday use.,2024-09-07,store-a
REV-002179,PROD-A-00178,CUST-A-00461,1,Good but shipping was too slow.,2024-08-06,store-a
REV-002180,PROD-A-00007,CUST-A-01966,1,"Great product, exactly what I needed!",2024-01-30,store-a
REV-002181,PB-00072,CB-00174,3,Absolutely love it! Will buy again.,2025-12-26,store-b
REV-002182,PROD-A-00404,CUST-A-01612,4,Absolutely love it! Will buy again.,2024-07-02,store-a
REV-002183,PROD-A-00176,CUST-A-00938,4,"Okay for the price, gets the job done.",2024-11-11,store-a
REV-002184,PB-00270,CB-01037,1,Absolutely love it! Will buy again.,2025-02-14,store-b
REV-002185,PROD-A-00288,CUST-A-00761,2,"Excellent value for money, highly recommend!",2025-04-27,store-a
REV-002186,PB-00278,CB-00948,2,"Great product, exactly what I needed!",2025-02-27,store-b
REV-002187,PROD-A-00082,CUST-A-01555,1,"Would not recommend, poor build quality.",2024-12-05,store-a
REV-002188,PB-00036,CB-00968,1,Absolutely love it! Will buy again.,2024-07-02,store-b
REV-002189,PROD-A-00480,CUST-A-00065,4,Arrived on time and works perfectly.,2025-07-14,store-a
REV-002190,PB-00226,CB-00895,4,"Average product, nothing special.",2025-04-10,store-b
REV-002191,PB-00318,CB-00152,1,"Would not recommend, poor build quality.",2024-04-23,store-b
REV-002192,PB-00317,CB-00339,4,"Not as described, very disappointed.",2025-06-13,store-b
REV-002193,PROD-A-00213,CUST-A-00260,2,"Excellent value for money, highly recommend!",2024-03-01,store-a
REV-002194,PROD-A-00050,CUST-A-01909,5,"Not as described, very disappointed.",2025-09-04,store-a
REV-002195,PROD-A-00138,CUST-A-00938,4,"Okay for the price, gets the job done.",2025-10-21,store-a
REV-002196,PB-00258,CB-00384,4,Quality could be better for the price.,2025-12-01,store-b
REV-002197,PB-00247,CB-00732,5,Decent product for everyday use.,2024-08-22,store-b
REV-002198,PB-00265,CB-01134,2,"Would not recommend, poor build quality.",2024-07-26,store-b
REV-002199,PROD-A-00190,CUST-A-00400,4,"Broke after two weeks, terrible quality.",2025-05-19,store-a
REV-002200,PROD-A-00095,CUST-A-01848,3,Exceeded my expectations in every way.,2024-10-23,store-a
REV-002201,PROD-A-00015,CUST-A-01248,3,"Average product, nothing special.",2025-05-28,store-a
REV-002202,PB-00018,CB-01316,1,Exceeded my expectations in every way.,2025-01-25,store-b
REV-002203,PROD-A-00097,CUST-A-01768,3,Absolutely love it! Will buy again.,2024-09-03,store-a
REV-002204,PB-00301,CB-00580,4,Absolutely love it! Will buy again.,2025-06-06,store-b
REV-002205,PB-00316,CB-00344,2,Decent product for everyday use.,2025-03-13,store-b
REV-002206,PB-00181,CB-00349,1,"Average product, nothing special.",2024-06-08,store-b
REV-002207,PROD-A-00454,CUST-A-02000,2,"Broke after two weeks, terrible quality.",2024-01-25,store-a
REV-002208,PB-00225,CB-00363,5,"Okay for the price, gets the job done.",2025-06-01,store-b
REV-002209,PB-00053,CB-01001,1,"Average product, nothing special.",2025-10-10,store-b
REV-002210,PB-00125,CB-00310,4,Quality could be better for the price.,2024-12-24,store-b
REV-002211,PROD-A-00079,CUST-A-00289,2,Quality could be better for the price.,2025-06-28,store-a
REV-002212,PROD-A-00301,CUST-A-00754,2,Good but shipping was too slow.,2024-09-23,store-a
REV-002213,PROD-A-00330,CUST-A-00206,4,Decent product for everyday use.,2024-07-27,store-a
REV-002214,PROD-A-00343,CUST-A-00083,2,Good but shipping was too slow.,2025-10-05,store-a
REV-002215,PROD-A-00331,CUST-A-01627,2,Decent product for everyday use.,2024-09-28,store-a
REV-002216,PROD-A-00457,CUST-A-01740,5,Decent product for everyday use.,2025-11-18,store-a
REV-002217,PB-00269,CB-01354,3,Arrived on time and works perfectly.,2025-02-04,store-b
REV-002218,PROD-A-00162,CUST-A-01299,5,Good but shipping was too slow.,2024-07-02,store-a
REV-002219,PB-00159,CB-00440,4,Arrived on time and works perfectly.,2025-02-18,store-b
REV-002220,PB-00351,CB-00363,3,Exceeded my expectations in every way.,2025-09-01,store-b
REV-002221,PROD-A-00454,CUST-A-00579,4,Decent product for everyday use.,2024-10-28,store-a
REV-002222,PROD-A-00064,CUST-A-00350,4,Quality could be better for the price.,2025-12-12,store-a
REV-002223,PROD-A-00267,CUST-A-00373,4,Absolutely love it! Will buy again.,2024-07-15,store-a
REV-002224,PROD-A-00331,CUST-A-00513,5,"Excellent value for money, highly recommend!",2025-02-19,store-a
REV-002225,PROD-A-00157,CUST-A-00325,4,Absolutely love it! Will buy again.,2025-12-10,store-a
REV-002226,PROD-A-00300,CUST-A-01841,3,"Would not recommend, poor build quality.",2025-05-12,store-a
REV-002227,PB-00004,CB-00386,2,"Excellent value for money, highly recommend!",2024-04-16,store-b
REV-002228,PROD-A-00463,CUST-A-00778,2,"Perfect gift, the recipient loved it!",2024-09-13,store-a
REV-002229,PROD-A-00391,CUST-A-00970,5,Arrived on time and works perfectly.,2024-01-16,store-a
REV-002230,PB-00381,CB-00378,3,Exceeded my expectations in every way.,2024-04-27,store-b
REV-002231,PROD-A-00399,CUST-A-00234,4,Exceeded my expectations in every way.,2024-02-15,store-a
REV-002232,PROD-A-00002,CUST-A-00537,1,"Average product, nothing special.",2024-07-04,store-a
REV-002233,PB-00156,CB-00133,3,"Perfect gift, the recipient loved it!",2025-04-24,store-b
REV-002234,PROD-A-00206,CUST-A-01596,4,Good but shipping was too slow.,2025-12-29,store-a
REV-002235,PB-00124,CB-00802,5,"Not as described, very disappointed.",2024-07-26,store-b
REV-002236,PROD-A-00170,CUST-A-00749,4,"Average product, nothing special.",2025-02-10,store-a
REV-002237,PROD-A-00010,CUST-A-00052,4,"Would not recommend, poor build quality.",2024-07-15,store-a
REV-002238,PROD-A-00110,CUST-A-01819,5,Best purchase I've made this year!,2024-05-30,store-a
REV-002239,PB-00355,CB-00335,5,"Not as described, very disappointed.",2024-07-10,store-b
REV-002240,PROD-A-00459,CUST-A-01613,2,Exceeded my expectations in every way.,2025-05-20,store-a
REV-002241,PROD-A-00190,CUST-A-00793,4,Absolutely love it! Will buy again.,2024-09-08,store-a
REV-002242,PB-00260,CB-00212,3,"Excellent value for money, highly recommend!",2025-10-01,store-b
REV-002243,PROD-A-00147,CUST-A-01496,2,Best purchase I've made this year!,2025-03-16,store-a
REV-002244,PROD-A-00184,CUST-A-00384,5,"Broke after two weeks, terrible quality.",2024-10-06,store-a
REV-002245,PROD-A-00385,CUST-A-00642,1,"Not as described, very disappointed.",2025-08-22,store-a
REV-002246,PROD-A-00193,CUST-A-00510,2,"Would not recommend, poor build quality.",2024-08-12,store-a
REV-002247,PB-00082,CB-01052,2,Decent product for everyday use.,2025-04-19,store-b
REV-002248,PROD-A-00270,CUST-A-01515,2,"Broke after two weeks, terrible quality.",2024-11-12,store-a
REV-002249,PB-00305,CB-00711,3,"Excellent value for money, highly recommend!",2024-11-23,store-b
REV-002250,PB-00244,CB-00754,2,Arrived on time and works perfectly.,2025-08-11,store-b
REV-002251,PB-00259,CB-01125,5,"Average product, nothing special.",2025-09-16,store-b
REV-002252,PB-00314,CB-01053,4,Absolutely love it! Will buy again.,2025-08-09,store-b
REV-002253,PROD-A-00108,CUST-A-01374,2,"Average product, nothing special.",2025-09-04,store-a
REV-002254,PROD-A-00115,CUST-A-01580,2,Good but shipping was too slow.,2024-08-24,store-a
REV-002255,PROD-A-00440,CUST-A-00879,1,"Perfect gift, the recipient loved it!",2024-03-13,store-a
REV-002256,PB-00076,CB-00721,4,"Broke after two weeks, terrible quality.",2024-08-07,store-b
REV-002257,PROD-A-00057,CUST-A-01392,1,"Great product, exactly what I needed!",2025-12-04,store-a
REV-002258,PROD-A-00103,CUST-A-00667,2,"Broke after two weeks, terrible quality.",2025-02-26,store-a
REV-002259,PROD-A-00198,CUST-A-01248,3,Absolutely love it! Will buy again.,2024-03-25,store-a
REV-002260,PROD-A-00189,CUST-A-00844,2,"Would not recommend, poor build quality.",2024-02-26,store-a
REV-002261,PB-00400,CB-00372,2,Good but shipping was too slow.,2025-07-23,store-b
REV-002262,PROD-A-00174,CUST-A-01361,1,"Great product, exactly what I needed!",2024-01-20,store-a
REV-002263,PROD-A-00498,CUST-A-01254,5,Exceeded my expectations in every way.,2025-12-06,store-a
REV-002264,PROD-A-00464,CUST-A-01956,2,"Not as described, very disappointed.",2025-07-30,store-a
REV-002265,PROD-A-00364,CUST-A-01416,5,Absolutely love it! Will buy again.,2024-07-28,store-a
REV-002266,PROD-A-00401,CUST-A-00814,4,"Broke after two weeks, terrible quality.",2025-05-20,store-a
REV-002267,PROD-A-00355,CUST-A-01711,1,Absolutely love it! Will buy again.,2024-08-10,store-a
REV-002268,PROD-A-00137,CUST-A-01326,4,"Excellent value for money, highly recommend!",2025-05-10,store-a
REV-002269,PROD-A-00035,CUST-A-00906,2,"Would not recommend, poor build quality.",2024-10-03,store-a
REV-002270,PROD-A-00456,CUST-A-00691,1,Decent product for everyday use.,2024-02-03,store-a
REV-002271,PB-00375,CB-00317,3,Best purchase I've made this year!,2025-01-24,store-b
REV-002272,PB-00006,CB-01138,4,Decent product for everyday use.,2025-10-08,store-b
REV-002273,PROD-A-00395,CUST-A-01391,5,Best purchase I've made this year!,2025-01-26,store-a
REV-002274,PB-00062,CB-00360,2,Good but shipping was too slow.,2025-02-01,store-b
REV-002275,PB-00204,CB-00492,5,Quality could be better for the price.,2025-08-10,store-b
REV-002276,PROD-A-00220,CUST-A-00557,1,"Average product, nothing special.",2025-06-27,store-a
REV-002277,PB-00223,CB-00636,4,"Okay for the price, gets the job done.",2024-02-02,store-b
REV-002278,PROD-A-00365,CUST-A-00715,3,Exceeded my expectations in every way.,2025-12-27,store-a
REV-002279,PB-00239,CB-00897,1,"Great product, exactly what I needed!",2024-11-07,store-b
REV-002280,PROD-A-00444,CUST-A-00507,5,"Okay for the price, gets the job done.",2024-08-14,store-a
REV-002281,PB-00100,CB-01130,3,"Okay for the price, gets the job done.",2025-03-06,store-b
REV-002282,PB-00381,CB-01107,1,Decent product for everyday use.,2024-05-20,store-b
REV-002283,PB-00133,CB-00141,5,Quality could be better for the price.,2025-06-25,store-b
REV-002284,PB-00367,CB-00636,5,"Excellent value for money, highly recommend!",2025-04-26,store-b
REV-002285,PB-00363,CB-00112,2,Exceeded my expectations in every way.,2025-10-18,store-b
REV-002286,PB-00159,CB-00598,2,Best purchase I've made this year!,2024-06-13,store-b
REV-002287,PROD-A-00455,CUST-A-00193,4,Absolutely love it! Will buy again.,2024-02-10,store-a
REV-002288,PB-00282,CB-00231,5,Quality could be better for the price.,2024-01-21,store-b
REV-002289,PB-00108,CB-00207,1,Absolutely love it! Will buy again.,2024-02-12,store-b
REV-002290,PB-00072,CB-00312,3,Quality could be better for the price.,2025-01-01,store-b
REV-002291,PROD-A-00319,CUST-A-01340,2,"Not as described, very disappointed.",2025-11-29,store-a
REV-002292,PROD-A-00170,CUST-A-00928,2,Quality could be better for the price.,2025-12-11,store-a
REV-002293,PB-00152,CB-00037,1,Exceeded my expectations in every way.,2025-07-03,store-b
REV-002294,PB-00059,CB-01139,4,"Would not recommend, poor build quality.",2025-07-01,store-b
REV-002295,PROD-A-00138,CUST-A-00389,3,"Broke after two weeks, terrible quality.",2024-01-20,store-a
REV-002296,PROD-A-00477,CUST-A-01253,4,Quality could be better for the price.,2024-10-20,store-a
REV-002297,PB-00084,CB-00143,5,"Not as described, very disappointed.",2024-03-17,store-b
REV-002298,PROD-A-00488,CUST-A-00136,4,Best purchase I've made this year!,2025-11-20,store-a
REV-002299,PB-00126,CB-00283,2,"Perfect gift, the recipient loved it!",2025-11-07,store-b
REV-002300,PB-00077,CB-00092,4,"Excellent value for money, highly recommend!",2025-07-20,store-b
REV-002301,PB-00110,CB-00558,2,Good but shipping was too slow.,2024-05-04,store-b
REV-002302,PROD-A-00271,CUST-A-00375,3,Decent product for everyday use.,2025-04-02,store-a
REV-002303,PROD-A-00010,CUST-A-00580,3,Arrived on time and works perfectly.,2025-08-07,store-a
REV-002304,PROD-A-00387,CUST-A-00144,3,Arrived on time and works perfectly.,2024-02-07,store-a
REV-002305,PROD-A-00445,CUST-A-00478,5,"Perfect gift, the recipient loved it!",2025-02-21,store-a
REV-002306,PROD-A-00415,CUST-A-01028,5,Absolutely love it! Will buy again.,2025-01-11,store-a
REV-002307,PROD-A-00334,CUST-A-00521,5,Decent product for everyday use.,2025-07-11,store-a
REV-002308,PB-00029,CB-01329,1,Absolutely love it! Will buy again.,2025-05-10,store-b
REV-002309,PROD-A-00214,CUST-A-01117,3,Arrived on time and works perfectly.,2024-12-18,store-a
REV-002310,PROD-A-00330,CUST-A-00057,5,Absolutely love it! Will buy again.,2025-08-19,store-a
REV-002311,PB-00275,CB-00657,1,Absolutely love it! Will buy again.,2024-05-20,store-b
REV-002312,PROD-A-00361,CUST-A-00062,3,"Perfect gift, the recipient loved it!",2025-09-04,store-a
REV-002313,PB-00367,CB-01366,1,"Okay for the price, gets the job done.",2025-11-25,store-b
REV-002314,PB-00108,CB-00894,1,Arrived on time and works perfectly.,2024-07-27,store-b
REV-002315,PROD-A-00317,CUST-A-01610,2,Best purchase I've made this year!,2025-08-12,store-a
REV-002316,PROD-A-00147,CUST-A-00027,1,"Okay for the price, gets the job done.",2024-04-18,store-a
REV-002317,PROD-A-00356,CUST-A-00750,3,Quality could be better for the price.,2025-03-02,store-a
REV-002318,PB-00009,CB-00024,3,"Okay for the price, gets the job done.",2024-02-23,store-b
REV-002319,PB-00048,CB-00847,4,Good but shipping was too slow.,2024-11-20,store-b
REV-002320,PROD-A-00211,CUST-A-01598,5,Exceeded my expectations in every way.,2025-09-21,store-a
REV-002321,PROD-A-00388,CUST-A-01193,4,"Would not recommend, poor build quality.",2024-04-16,store-a
REV-002322,PROD-A-00010,CUST-A-01239,3,"Would not recommend, poor build quality.",2024-03-14,store-a
